feature,coefficient,model,feature_set
monthly,0.005579105546421222,logistic_regression,tfidf_only
monthly plan,-0.21285904856416424,logistic_regression,tfidf_only
morning,0.1974585436677293,logistic_regression,tfidf_only
multiple,0.4783917621341705,logistic_regression,tfidf_only
multiple time,0.41287816079899875,logistic_regression,tfidf_only
need,-0.7221845113859314,logistic_regression,tfidf_only
network,0.8499445320704225,logistic_regression,tfidf_only
nightmare,0.756331450572328,logistic_regression,tfidf_only
notice,0.3018438158770752,logistic_regression,tfidf_only
notification,0.4599646091776324,logistic_regression,tfidf_only
number,1.1624150422257704,logistic_regression,tfidf_only
office,-0.2325392716479569,logistic_regression,tfidf_only
old,-0.6392217142579243,logistic_regression,tfidf_only
onenz,-0.3012309075107518,logistic_regression,tfidf_only
online,-0.50074340723732,logistic_regression,tfidf_only
option,-0.6849972231972451,logistic_regression,tfidf_only
order,0.7973782160038679,logistic_regression,tfidf_only
pack,0.49620627737216805,logistic_regression,tfidf_only
package,0.47944371713344897,logistic_regression,tfidf_only
partner,0.2173028486322595,logistic_regression,tfidf_only
past,-0.4943679778103391,logistic_regression,tfidf_only
payment,1.5306683030789332,logistic_regression,tfidf_only
people,0.6108146756098571,logistic_regression,tfidf_only
period,-0.6254878377302177,logistic_regression,tfidf_only
person,0.7803720296140503,logistic_regression,tfidf_only
phone,-0.7061271482282593,logistic_regression,tfidf_only
phone call,-0.23101894419605948,logistic_regression,tfidf_only
phone number,0.5812980733132422,logistic_regression,tfidf_only
phone plan,0.3570248208250324,logistic_regression,tfidf_only
phone service,-0.8586315076307279,logistic_regression,tfidf_only
place,0.14457094888077374,logistic_regression,tfidf_only
plan,0.07629487330615393,logistic_regression,tfidf_only
point,-0.3378273611991318,logistic_regression,tfidf_only
policy,-0.4952889166121624,logistic_regression,tfidf_only
poor,0.9818213509176839,logistic_regression,tfidf_only
poor customer,0.5297057206077941,logistic_regression,tfidf_only
poor service,0.4410003651257357,logistic_regression,tfidf_only
possible,0.3637463134319371,logistic_regression,tfidf_only
power,0.6891944664863814,logistic_regression,tfidf_only
prepay,0.22739529209684833,logistic_regression,tfidf_only
previous,0.5690748919207499,logistic_regression,tfidf_only
price,-0.1834345378427466,logistic_regression,tfidf_only
problem,-1.1539578410652962,logistic_regression,tfidf_only
process,-0.7275709445108215,logistic_regression,tfidf_only
product,-1.5050592572572268,logistic_regression,tfidf_only
promise,-0.28113686065597543,logistic_regression,tfidf_only
proof,0.2940554704647296,logistic_regression,tfidf_only
provider,1.0177813177000063,logistic_regression,tfidf_only
purchase,0.591084503205864,logistic_regression,tfidf_only
quality,-0.20856175376598943,logistic_regression,tfidf_only
question,0.2535980185507739,logistic_regression,tfidf_only
rate,0.01439292604347494,logistic_regression,tfidf_only
rating,0.03564627829910267,logistic_regression,tfidf_only
real,0.3797580467930144,logistic_regression,tfidf_only
reason,0.44421567227748465,logistic_regression,tfidf_only
reception,-0.22470682224981298,logistic_regression,tfidf_only
refund,0.6495902388714219,logistic_regression,tfidf_only
reply,0.5527725000703597,logistic_regression,tfidf_only
representative,0.6280456552043369,logistic_regression,tfidf_only
request,0.5331032959901888,logistic_regression,tfidf_only
resolution,0.35115418954787975,logistic_regression,tfidf_only
response,0.6023764137555905,logistic_regression,tfidf_only
result,0.3903766788779397,logistic_regression,tfidf_only
review,0.5372115151506847,logistic_regression,tfidf_only
ridiculous,0.6608904181160118,logistic_regression,tfidf_only
right,-0.46547743831248317,logistic_regression,tfidf_only
rip,0.7487536874760448,logistic_regression,tfidf_only
router,0.6547491651927762,logistic_regression,tfidf_only
rubbish,0.6545685595610634,logistic_regression,tfidf_only
rude,1.5728174857216497,logistic_regression,tfidf_only
sale,0.39797572599923703,logistic_regression,tfidf_only
scam,0.28856587251910176,logistic_regression,tfidf_only
second,-0.22868546959584943,logistic_regression,tfidf_only
security,0.4693255511003379,logistic_regression,tfidf_only
service bad,0.5907301064866178,logistic_regression,tfidf_only
service customer,0.056880658464005356,logistic_regression,tfidf_only
service phone,-0.1821425844886128,logistic_regression,tfidf_only
service provider,-0.06135235630833782,logistic_regression,tfidf_only
service team,0.35020438744717397,logistic_regression,tfidf_only
shocking,0.7429732843437579,logistic_regression,tfidf_only
shop,0.0027483993163616256,logistic_regression,tfidf_only
short,0.16741012245231962,logistic_regression,tfidf_only
sim,0.22364912862287611,logistic_regression,tfidf_only
sim card,-0.02803517921920732,logistic_regression,tfidf_only
simple,0.25137343168855764,logistic_regression,tfidf_only
single,0.38909067830820043,logistic_regression,tfidf_only
situation,-1.1515150885485825,logistic_regression,tfidf_only
slow,0.3445121489114301,logistic_regression,tfidf_only
solution,-0.4556085042045793,logistic_regression,tfidf_only
speed,0.274465036174699,logistic_regression,tfidf_only
staff,-0.05061693013453865,logistic_regression,tfidf_only
staff member,0.11580185011304009,logistic_regression,tfidf_only
star,0.4093658159123288,logistic_regression,tfidf_only
start,-0.46711699225041986,logistic_regression,tfidf_only
store,-1.6702640031009073,logistic_regression,tfidf_only
stuff,0.532902000660869,logistic_regression,tfidf_only
stupid,0.4939203715766716,logistic_regression,tfidf_only
support,1.4826140785297575,logistic_regression,tfidf_only
sure,-1.7845421141285598,logistic_regression,tfidf_only
switch,0.42950030911785403,logistic_regression,tfidf_only
system,-1.0465734620815486,logistic_regression,tfidf_only
team,-1.5139601864141607,logistic_regression,tfidf_only
tech,0.7119705789066504,logistic_regression,tfidf_only
technical,-1.1930033498636021,logistic_regression,tfidf_only
technician,0.07748232953732927,logistic_regression,tfidf_only
telco,0.31886341275145136,logistic_regression,tfidf_only
term,0.4496076653679751,logistic_regression,tfidf_only
terrible,1.9055746727631109,logistic_regression,tfidf_only
terrible customer,0.6745097653482701,logistic_regression,tfidf_only
terrible service,0.37543262840194513,logistic_regression,tfidf_only
text,0.9765186173746802,logistic_regression,tfidf_only
thank,-2.6969399926268998,logistic_regression,tfidf_only
thing,0.9271876685594479,logistic_regression,tfidf_only
time,1.2015875368565123,logistic_regression,tfidf_only
time customer,0.5659449417286767,logistic_regression,tfidf_only
today,-0.28804004250221904,logistic_regression,tfidf_only
total,0.49940966508416007,logistic_regression,tfidf_only
training,0.6310593394202995,logistic_regression,tfidf_only
travel,0.40589254119108764,logistic_regression,tfidf_only
unable,0.31724053841115823,logistic_regression,tfidf_only
unhelpful,0.4123478383666632,logistic_regression,tfidf_only
unlimited,0.10473874756957435,logistic_regression,tfidf_only
unprofessional,0.5338472038132852,logistic_regression,tfidf_only
update,0.3585551374320904,logistic_regression,tfidf_only
usage,0.22533634986460285,logistic_regression,tfidf_only
useless,1.8075138133506992,logistic_regression,tfidf_only
value,0.08704700058139313,logistic_regression,tfidf_only
wait,-0.0034979194620587306,logistic_regression,tfidf_only
waste,0.5919918575905948,logistic_regression,tfidf_only
way,0.294933008727248,logistic_regression,tfidf_only
website,0.2649449119861267,logistic_regression,tfidf_only
week,1.151729198774933,logistic_regression,tfidf_only
well,-0.6783834864960414,logistic_regression,tfidf_only
wifi,-0.01772800146372016,logistic_regression,tfidf_only
wireless,-0.6059473520786589,logistic_regression,tfidf_only
word,0.4448601691502193,logistic_regression,tfidf_only
work,-0.4227797905636175,logistic_regression,tfidf_only
world,0.4907036897854376,logistic_regression,tfidf_only
worth,0.5413770516460075,logistic_regression,tfidf_only
wrong,0.3011496359520982,logistic_regression,tfidf_only
year,-0.8142284647929314,logistic_regression,tfidf_only
yesterday,0.5073269502546492,logistic_regression,tfidf_only
bad,0.0411322929519365,decision_tree,tfidf_only
change,0.007646428372937272,decision_tree,tfidf_only
credit,0.014844974408602074,decision_tree,tfidf_only
friendly,0.10681397549698204,decision_tree,tfidf_only
good,0.18006993011495573,decision_tree,tfidf_only
great,0.2354461112785962,decision_tree,tfidf_only
happy,0.09770485089631782,decision_tree,tfidf_only
helpful,0.2488987235535777,decision_tree,tfidf_only
hour,0.007801789229211531,decision_tree,tfidf_only
issue,6.586357595046633e-17,decision_tree,tfidf_only
long time,0.004061887700361361,decision_tree,tfidf_only
minute,0.011786521086873926,decision_tree,tfidf_only
month,0.03167384467289432,decision_tree,tfidf_only
online,2.54269796890694e-15,decision_tree,tfidf_only
option,1.3172715190093266e-16,decision_tree,tfidf_only
rude,0.008022428962770724,decision_tree,tfidf_only
unprofessional,0.004096241273980044,decision_tree,tfidf_only
